waktu_diambil,tahun,bulan,nama_provinsi,nama_kota,sandi,nama,asset,asd,kyd,Kredit yang Diberikan Tahun Sebelumnya,total_hutang,Total Hutang Tahun Sebelumnya,Laba (Rugi) Tahun-tahun Lalu Saat Ini,Laba (Rugi) Tahun-tahun Lalu Tahun Sebelumnya,laba_saat_ini,laba_tahun_lalu,npl_net,kpmm,kap,ppap,roa,cr,ldr,bopo,direksi,dewan_komisaris
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601263-PT Bank Perekonomian Rakyat Danasari Persada,601263-PT Bank Perekonomian Rakyat Danasari Persada,25882120,29796196,18270959,22439119,18449082,22984813,1302456,584010,130582,227373,10.14,59,7.96,100,2.37,51.05,78.05,86.67,"MARIHOT SITUMORANG, TULUSAN PURBA","ONG TINA HARMADI, CHARLON SINAMBELA, Lukman Siregar"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601282-PT. BPR Arthasraya Sejahtera,601282-PT. BPR Arthasraya Sejahtera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601298-PT. BPR Bina Dian Citra,601298-PT. BPR Bina Dian Citra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,600705-PT. BPR Ulima Djumpa Marom,600705-PT. BPR Ulima Djumpa Marom,2452952,2645538,1653530,1818635,294593,509616,14873,63165,53486,"-17,243",13.02,140.22,9.84,100,0.93,260.18,70.7,95.53,Shinta J Butar Butar,"V Parulian Butar Butar, Julius Butar Butar, Shinta J Butar Butar, Rahmi Maryana Butar Butar, Ria Noviari Butar Butar, Sam Omarom Butar Butar"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601255-PT. BPR Genades Putranindo,601255-PT. BPR Genades Putranindo,3279563,3347083,2029090,2093445,220256,283053,"-136,721","-132,648",-36,614,3.97,144.61,2.22,100,0,47.07,62.49,99.52,,
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601275-PT Bank Perekonomian Rakyat Kranji Krida Sejahtera,601275-PT Bank Perekonomian Rakyat Kranji Krida Sejahtera,37792520,35202828,24565066,24317045,33266085,30808692,1934035,1857839,192400,136297,4.85,16.23,7.03,99.17,0.53,34.63,69.48,87.68,"AGUNG BUNTARAN, SUKOLIS","EDY SUKARNO, ANDI DEWI MADANING"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601279-PT Bank Perekonomian Rakyat Artha Sarana Abadi,601279-PT Bank Perekonomian Rakyat Artha Sarana Abadi,53434642,53646877,31359502,33909442,42711214,43192991,3483085,3234562,240343,219324,18.16,41.53,11.05,100,1.33,16.4,59.99,92.99,"SOEBROTO GONDO, MOAWIYAH HASYIM","DRS. Syarifuddin HM, Farai Tody"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601281-PT. BPR Alsaba Prima,601281-PT. BPR Alsaba Prima,3720321,4429196,972667,2035105,2887855,4062581,"-4,717,063","-3,784,083","-252,446","-171,277",26.36,55.75,13.22,100,-7.06,79.88,33.67,222.75,"Yaya Achyadi, SE","Doddy Indrayadhie, Yeti Nurhayati, Entih Waasiah, Reina Rasyidah, Wahyono Bintarto, Ernawati Saleh, Reza Saleh, Zulaiha Marlan, Iskadir Chottob, Ety Satriawati, lain lain"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601290-PT Bank Perekonomian Rakyat Mitra Sejahtera Lestari,601290-PT Bank Perekonomian Rakyat Mitra Sejahtera Lestari,24772198,23429642,9496233,5015314,23324514,21931251,"-3,896,530","-2,234,837",44822,"-366,164",31.63,14.42,8.47,100,-5.79,0,0,149.27,"Kisnandar, SH","ABDUL CHAMID, Junaidi Adinata, Koperasi karyawan Bank  Yudha Bhakti, Syahril Yoserizal, Abdul Chamid, Drs. Muhamad Sugito, MM"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601292-PT BPR Hosing Jaya,601292-PT BPR Hosing Jaya,55772165,60799723,35832368,44107454,46471987,49521338,5600352,7414679,600590,764470,4.31,22.77,3.02,100,5,8.02,67.55,77.3,"HARRY ARMANSYAH, PUTRI RETNO PAMUNGKAS SE","AGUS PURNOMO SUDIYANTO, ERWIN PRASETIO, PT SAUDARAJAYA ABADI, '', '', '', '', '', '', '', '', ''"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601905-PT. BPR Bumibekasi Artha,601905-PT. BPR Bumibekasi Artha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601306-PT Bank Perekonomian Rakyat Bekasi Binatanjung Makmur,601306-PT Bank Perekonomian Rakyat Bekasi Binatanjung Makmur,21255832,20084688,10655843,10735913,14770322,13730295,260755,116610,26769,39797,10.47,59.1,8.94,100,0.66,50.23,65.46,96.43,"Hiras Lumban Tobing, Merry Komariah","Bachtiar Sonda, Hasran Maria Br H"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601308-PT Bank Perekonomian Rakyat Varia Centralartha,601308-PT Bank Perekonomian Rakyat Varia Centralartha,51681842,44705427,32164703,32103130,34867221,29270728,278409,"-1,117,182",280752,296421,10.92,58.46,7.53,100,3.26,8.61,76.68,63.03,"PAULUS RASUBALA, EDI SUKMAYADI","FELICIA HAKIM, PT. HAKIM PUTERA PERKASA"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601309-PT Bank Perekonomian Rakyat Arta Pundi Mekar,601309-PT Bank Perekonomian Rakyat Arta Pundi Mekar,77819531,44861094,64600112,39202581,69908470,38044365,4018424,3269920,612637,266809,0.64,22.78,0.77,100,2.31,13.15,85.62,87.46,YOHANES KURNIAWAN KRISTIANTO,"ROBERT HUTABARAT, SE,MM, ANDRI WIDYA LESTARI, ANGELA LEW DERMAWAN"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601321-PT Bank Perekonomian Rakyat Sumber Artha Rahayu,601321-PT Bank Perekonomian Rakyat Sumber Artha Rahayu,19905610,18671474,12675584,14476425,15408810,14606912,2258630,1841625,37702,22469,12.95,42.87,12.76,100,2.42,40.38,69.18,89.14,"MARTHA SANDA TODING, APRIATI NININGSI R","BAMBANG MEI SETIAWAN, YOSHUANIEL TODING"
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601805-PT. BPR Danatama Indonesia,601805-PT. BPR Danatama Indonesia,17412529,25380373,10221299,12572272,19389151,18696156,"-7,861,940","-4,952,159","-6,284,682","-533,624",40.26,-12.19,50.7,100,-35.81,22.08,91.27,875.47,RAHADIYANTO SETIAWAN,
5/21/2025 19:47,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601316-PT. BPR Dian Faraqo Gemilang,601316-PT. BPR Dian Faraqo Gemilang,70486914,66008484,40727315,43477982,65499231,62545077,1485838,1305474,401845,151260,5.55,13.03,5.26,100,0.55,31,72.64,97.87,"RATIH SUSILOWATY PANUT, ACHMAD SORYA GERHANTARA","IMAM PRAWOTO, MOEYADI BOEDIHARDJO, Imam Prawoto, Reyno Yoana"
5/21/2025 19:48,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601794-PT Bank Perekonomian Rakyat Mitra Ekonomi Andalas,601794-PT Bank Perekonomian Rakyat Mitra Ekonomi Andalas,18222001,17932628,15379609,15825970,13158049,13429866,1475595,752537,"-11,643",250225,4.79,31.67,4.91,100,4.95,15.03,97.65,81.01,"Edison, Khairul","EH. Nizar DT. Kayo, Abrar Agust"
5/21/2025 19:48,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,601883-PT Bank Perekonomian Rakyat Bangun Solusi Bersama,601883-PT Bank Perekonomian Rakyat Bangun Solusi Bersama,11591439,9620781,5970784,5280566,4957046,3873913,2069812,1246958,58464,"-6,207",14.53,112.19,11.38,100,2.05,66.4,57.16,83.94,"Drs. YUSRA, MM, ZULKIFLI MUCHTAR, SE","Ir. YETTY IFNELDY, MBA, SUSANTI, SE"
5/21/2025 19:48,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,602035-PT Bank Perekonomian Rakyat Wingsati,602035-PT Bank Perekonomian Rakyat Wingsati,122995947,115216756,98877532,96106177,101336539,94987179,12990518,11461081,1018890,1118496,19.03,33.62,17.5,100,3.56,15.71,88.12,80.21,"I KETUT BAGIARTHA, SH, RAININGSIH SEDANA","NYOMAN BUDIYADNYA, I KETUT ARTHA"
5/21/2025 19:48,2021,Maret,Provinsi Banten,Kab. Lebak,600611-PD. BPR LPK Cipanas,600611-PD. BPR LPK Cipanas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:48,2021,Maret,Provinsi Banten,Kab. Lebak,600607-PD. BPR LPK Malingping,600607-PD. BPR LPK Malingping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:48,2021,Maret,Provinsi Jawa Barat,Kota Bekasi,602591-PT Bank Perekonomian Rakyat Karya Bakti Sejahtera,602591-PT Bank Perekonomian Rakyat Karya Bakti Sejahtera,23431015,24490233,18593142,19990658,17580913,18930885,2771512,2400324,68590,199024,3.1,60.72,2.8,115.33,1.23,10.35,83.22,93.98,"Eko Nuryanto, Lauw Sumiwati","Jacky Hardi, Tjong Hendriyanto"
5/21/2025 19:48,2021,Maret,Provinsi Jawa Barat,Kab. Pangandaran,600369-Perumda BPR BKPD Pangandaran,600369-Perumda BPR BKPD Pangandaran,48180141,49796492,25630341,32655457,41391941,42930094,476121,188844,"-135,473",267771,6.28,24.99,11.01,100,0.23,30.69,60.98,98.02,"AANG ISMAIL, YANA MAULANA",
5/21/2025 19:48,2021,Maret,Provinsi Jawa Barat,Kab. Pangandaran,600332-Perumda BPR BKPD Cijulang,600332-Perumda BPR BKPD Cijulang,8179174,8597200,4158731,4927740,4194365,4578928,1034428,1024428,1931,45394,5.01,82.32,8.84,104.21,-0.34,66.82,57.82,100.28,"NANDANG ROCHYAT,SE, SULAEMAN",KABUPATEN PANGANDARAN
5/21/2025 19:48,2021,Maret,Provinsi Banten,Kab. Lebak,600609-PT BPR Lebak Sejahtera,600609-PT BPR Lebak Sejahtera,50524792,45272503,37337889,37385877,31798443,29692245,3121379,0,1033282,1008570,5.92,39.83,3.76,100,8.27,37.25,94.29,63.84,"ABDUL MUKTI, ELLY BURHANUDIN","IMAN SANTOSO, ENDANG RASYIDIN ILYAS, PEMERINTAH DAERAH KABUPATEN LEBAK"
5/21/2025 19:48,2021,Maret,Provinsi Banten,Kab. Pandeglang,600613-PT BPR Berkah (Perseroda),600613-PT BPR Berkah (Perseroda),176281353,155353518,146290136,128818883,156575529,136644802,0,0,1812599,1992013,0.97,21.09,2.31,100,4.88,21.3,94.77,78.33,"JAENUDIN, KIKI DIKDUL HUDA","TRI WASKITO BUDININGRAT, TATI SUWAGIHARTI, PEMERINTAH KAB PANDEGLANG"
5/21/2025 19:48,2021,Maret,Provinsi Banten,Kab. Serang,601362-PT BANK PEREKONOMIAN RAKYAT LAMBANG GANDA,601362-PT BANK PEREKONOMIAN RAKYAT LAMBANG GANDA,33405934,39428862,20862279,28124054,21474892,26318426,3970058,4872537,791625,1312167,4.5,35.33,2.6,100,6.81,35.33,77.49,61.11,"RUSLAN SIMAMORA, S.T.","RUKIAH MARIANI TAMBUNAN, WARIYANA, A.MD., LUCERIA SIAGIAN"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600020-PT Bank Perekonomian Rakyat Marcorindo Perdana,600020-PT Bank Perekonomian Rakyat Marcorindo Perdana,28889895,32735157,17421257,19151995,23066771,27170109,3335667,3079648,87457,85400,6.06,54.68,3.42,100,1.03,4.31,65.83,94.06,"FAISAL ACHMAD, SYAMSURIZAL","DICKY OSSA SOERYADI, ABDUL SALAM CHASLAN, DICKY OSSA SOERYADI"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600101-PT BPR Sisibahari Dana,600101-PT BPR Sisibahari Dana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600035-PT Bank Perekonomian Rakyat Pusaka Dana,600035-PT Bank Perekonomian Rakyat Pusaka Dana,27976447,27822206,16235851,21921261,17617571,16227926,2648956,3465342,505944,924962,7.64,67.14,3.15,100,11.94,67.37,60.52,70.55,"GUNUNG SIAGIAN, NURHAINI","ANTONIUS SIAGIAN, WARIYANA, LUCERIA SIAGIAN"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600047-PT Bank Perekonomian Rakyat Ragam Peranmandiri,600047-PT Bank Perekonomian Rakyat Ragam Peranmandiri,6996148,6854374,2294913,2445067,189450,195299,1736981,1772962,29717,86113,16.74,221.77,5.05,100,2.13,121.93,36.75,84.33,ABDUL RACHIM,FREDERICK RACHMAT
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Serang,600343-PT Bank Perekonomian Rakyat Serang (Perseroda),600343-PT Bank Perekonomian Rakyat Serang (Perseroda),574393163,584792490,453781346,454524478,497217972,509768208,0,0,3420035,3510616,4.63,25.85,5.79,94.83,2.65,27.37,85.83,84.84,"ACEP HERI SUHANA, TEGUH IMAN DARMAWAN, DADI SURYADI","MOHAMAD TAHYAR, KABUPATEN SERANG, PEMPROV. BANTEN, PEMPROV. JAWA BARAT, PT. BJB"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600082-PT Bank Perekonomian Rakyat Aneka Danaraya,600082-PT Bank Perekonomian Rakyat Aneka Danaraya,8656069,11836129,3648366,6157540,2953495,5579540,1866133,2361832,"-63,559","-5,243",20.3,132.88,10.47,100,-4.65,87.26,45.13,132.91,"SANIATMA ADINOTO, ALBERTUS SUSILO","KRISTIAN KAWIRAN, GOEI ELVIAN KERTOJOYO, Tidak terdapat ultimate shareholder"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600093-PT BPR Gita Makmur Utama,600093-PT BPR Gita Makmur Utama,124713227,119052743,66419838,68931102,110620744,104221173,711244,959074,"-380,480",210777,8,39.05,3.91,180,-0.51,7.67,56.56,103.16,"SRI WAHJUNINGSIH, LISA ANDRIANI","KARTIKA DEWI, SOESILO BASOEKI, ANTON SULEIMAN, TIMOTY E MARNANDUS, KARTIKA DEWI, ERNY UTAMA, JUNY PUSPITA"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600079-PT. BPR Lestari Banten,600079-PT. BPR Lestari Banten,186413426,141019050,62036686,62323148,167577815,126900131,"-630,421","-2,839,466",756442,643385,4.44,32.95,1.45,100,1.92,12.57,36.9,84.17,"NI PUTU EKA DESYANTI, NI MADE HERLINDA DWI YANTINI","FANTY, ONTARYO CHANDRA, PT LESTARI CAPITAL, ONTARYO CHANDRA, FANTY"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600106-PT. BPR Matahari Artadaya,600106-PT. BPR Matahari Artadaya,10805787,10734212,5334212,5440151,4361514,4144779,"-234,596","-160,350","-56,131",14783,8.06,159.6,9.42,100,-0.61,59.69,56.97,108.54,"Drs. Akhmad H. Abubakar M.M., Herwin Kurniawan S.E., M.M.","Dr. Ir. H. Muchdie M.S., Denny Nuryadi, S.E., M.Si."
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600144-PT Bank Perekonomian Rakyat Kemuning Mitra Cemerlang,600144-PT Bank Perekonomian Rakyat Kemuning Mitra Cemerlang,51277265,50437656,43136833,41986449,37795606,37812902,5800670,5050026,480989,374728,2.8,51.06,2.49,100,2.02,23.78,90.46,87.38,"K. Abriansyah H, Ali Arifin","Sugihartono, Salsallya DC Ginting"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600152-PT. BPR Makmur Merata,600152-PT. BPR Makmur Merata,14185697,13267038,11610948,10669021,8460032,7225308,"-343,333",431405,18998,"-389,675",13.41,45.18,12.02,100,0.15,14.87,87.14,96.29,"EMMA CHRISTDORA, NANANG KRISTIONO","EDY SUKARNO, BUDI WIRANTO"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,601304-PT. BPR Cita Makmur Lestari,601304-PT. BPR Cita Makmur Lestari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,600266-PT BPR EDCCASH,600266-PT BPR EDCCASH,17603707,13202926,4182034,6538431,12008292,14284197,"-11,730,992","-8,659,621","-558,630","-1,306,687",22.21,58.98,20,100,52.77,34.37,35.92,321.73,Rellavianita,"Ir Hariyadi BS Sukamdani, Ibrahim Sarasin Soegomo, ABDULRAHMAN YSUF, RATU BIJAK LESTARI"
5/21/2025 19:49,2021,Maret,Provinsi Banten,Kab. Tangerang,601789-PT BPR Mandiri Berkarya Sentosa,601789-PT BPR Mandiri Berkarya Sentosa,0,0,0,0,0,0,0,0,0,0,15.06,28.83,11,100,-7.79,34.24,65.35,189.85,LILIANY,"JONY MULYAWAN, HENDRI WIRJA KUSUMA"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,601259-PT. BPR Fidusia Civitas,601259-PT. BPR Fidusia Civitas,45749198,45815260,34090918,37022738,39446766,40287593,1981804,885203,120628,442464,13.91,22.11,10.77,100,2.94,20.36,84.28,83.37,"YUSAK PETER, TATA ZULKARNAEN","BACHTIAR MANGASI MARBUN, H. IMRAN DANI, DRS.MM, BACHTIAR MANGASI MARBUN, HARDY YUNNARAGA, KESIANNA SILITONGA"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,600414-PT Bank Perekonomian Rakyat Kuta Bumi Sidomukti,600414-PT Bank Perekonomian Rakyat Kuta Bumi Sidomukti,13935698,13683355,11390938,12391627,7484559,7433979,1143973,876018,"-92,834","-26,642",16.81,81.4,16.9,100,1.65,18.21,88.45,93.02,"RAHMA LIA, MUHAMAD ISKANDAR ZAINUDIN","ANTONIUS TEDDY S., RAHMA LIA"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,602079-PT BPR ZAKA MITRA,602079-PT BPR ZAKA MITRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,601265-PT Bank Perekonomian Rakyat Cahaya Arthasejati,601265-PT Bank Perekonomian Rakyat Cahaya Arthasejati,72774372,68184367,23806255,19690369,63691421,59625041,530370,278991,152581,"-119,665",0,44.88,0,100,0.72,12.9,33.28,92.39,"Siska Patrajaya, Asri Nurhidayat","Anton, Drs. Abdul Kholiq"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,601261-PT Bank Perekonomian Rakyat Dassa,601261-PT Bank Perekonomian Rakyat Dassa,420986261,486372926,372388679,435085258,355707235,425034284,18767949,11408975,1287919,4706509,0.87,19.32,0.61,100,2.35,11.99,103.23,91.23,"Inge Djawanto, Tb. Sidik Jaya Permana, Boyzar Lukman","Agus Hendarto, Ong Tek Tjan, Handoko A Tanuadji"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kota Cilegon,601790-PT. BPR Cakra Dharma Arthamandiri,601790-PT. BPR Cakra Dharma Arthamandiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,601295-PT. BPR Vinski Mukti Arta,601295-PT. BPR Vinski Mukti Arta,12889684,14085703,8014259,8982864,9640912,10803057,"-3,267,546","-2,863,114",22542,"-198,016",8.41,54.49,9.2,100,-1.37,23.65,76.75,110.67,"BOBBY RAMADES, SE, ANIK JUMIARSIH","TOMY INDRA, TANTAWI DJAUHARI, '', '', '', '', '', '', '', '', ''"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,601902-PT Bank Perekonomian Rakyat Prima Kredit Mandiri,601902-PT Bank Perekonomian Rakyat Prima Kredit Mandiri,156466939,174489948,124781766,134439829,128572929,149216014,12275340,10628781,918670,548353,5.31,39.31,5.42,96.02,2.59,16.43,88.12,87.79,"ERWIN JINGGA, LAUW KIEM KOEN",
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,601899-PT Bank Perekonomian Rakyat Muara Sumber Dana,601899-PT Bank Perekonomian Rakyat Muara Sumber Dana,11910763,9031062,6745604,5944657,7797495,5243574,"-1,140,552","-1,535,203",3820,72691,9.02,56.46,0.87,100,2.93,64.71,61.76,86.03,"I GUSTI PUTU SUYADI, MUHAMMAD AZMI","SASMITA WIJAYA, TUBAGUS UTOMO MAKMUR, SASMITA WIJAYA"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,602049-PT Bank Perekonomian Rakyat Karya Prima Sentosa,602049-PT Bank Perekonomian Rakyat Karya Prima Sentosa,118314903,205078076,98600929,127153555,70755808,160485989,1338312,"-941,712",1220783,533799,4.37,98.79,3.93,100,0.9,26.81,98.11,85.13,"RADHI VIANDARNO, HARJITO","ROBERT HUTABARAT, LENA ERDAWATI, HENRY SURYA"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,602577-PT Bank Perekonomian Rakyat Kerta Raharja Gemilang (Perseroda),602577-PT Bank Perekonomian Rakyat Kerta Raharja Gemilang (Perseroda),489770866,553402360,392923720,467062535,389865092,459607702,8791804,0,1813385,4494073,1.66,31.69,8.47,100,1.4,43.02,92.89,91.53,"AI SUHERLAN, UUS MUSTAUDIE, DENI SETIA WAHYUDI","MOHAMAD TAHYAR, PEMDA KABUPATEN TANGERANG, PEMERINTAH PROVINSI BANTEN, PT BANK BJB, PEMERINTAH PROVINSI JAWA BARAT"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kab. Tangerang,602063-PT BPR Surya Prima Persada,602063-PT BPR Surya Prima Persada,89848669,60639335,70114380,45251991,64678093,38224026,5685158,3764822,885418,50487,15.03,90.47,9.26,100,4.09,7.81,83.89,71.66,"RESTU MAHANANI, HARTINI","Robert Hutabarat, SE,MM, Lena Erdawati, HENRY SURYA, THOMAS WIJAYA LESMANA"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kota Cilegon,601322-PT Bank Perekonomian Rakyat Laksana Binacilegon,601322-PT Bank Perekonomian Rakyat Laksana Binacilegon,36548058,26411448,18638545,20087572,29553031,19746563,0,2894700,548401,534219,8.21,23.47,16.42,100,6.11,28.71,65.42,84.82,"Drs Agus Sungudi, Patriotika Mandala Surya SE. CRBD. CRBC","Abigail Clarissa Saurma, Mohamad Tahyar, ST, M. SI, PM ARITONANG"
5/21/2025 19:50,2021,Maret,Provinsi Banten,Kota Cilegon,600066-PT Bank Perekonomian Rakyat Lumbung Mekar Fortuna,600066-PT Bank Perekonomian Rakyat Lumbung Mekar Fortuna,6152576,5606015,2722687,1951359,2723294,4568819,"-2,420,286","-2,399,390","-551,932",35086,22.88,99.61,10.81,100,-9.34,34.17,108.71,401.55,DWI AGUS BUDIARTO,"RANDY ANDREAS, EDDY SUSANTO"
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,600313-PT Bank Perekonomian Rakyat Ragasakti,600313-PT Bank Perekonomian Rakyat Ragasakti,72727148,60846062,56721186,49414119,64152909,52861867,1348729,830722,1225510,1153473,5.78,18.82,5.37,100,7.75,7.43,83.09,65.32,"KUNTANTO, WARYONO","ANDREAS HERYJANTO GONDOSEPUTRO, ANO KURNIADI, '', '', '', '', '', '', '', '', ''"
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,600089-Bank Perekonomian Rakyat Hariarta Sedana,600089-Bank Perekonomian Rakyat Hariarta Sedana,243138620,206941185,152170098,144633742,207844388,172458230,5318022,6716553,1700610,2108802,2.92,25.07,1.23,100,2.42,22.24,65.47,83.13,"IR GEDE YUDHA MM, DOLY PURBA, NANI NAJIAH","DRS KETUT SETHYON, BANGBANG PURNAWAN, DRS MADE LINGGA"
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kab. Tangerang,602637-PT. BPR Athena Surya Prima,602637-PT. BPR Athena Surya Prima,32933757,35448633,19491101,20445507,26777903,29445308,3725494,3460639,30360,142686,9.49,29.5,6.4,100,1.24,9.5,65.86,90.58,"ARYA SUTADI, IVAN","ANTONIUS TEDDY S., ERLINA MARGARETH, ANTONIUS TEDDY S., FRANSISKUS FREDY S."
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,600408-BANK PEREKONOMIAN RAKYAT MAHKOTA ARTHA SEJAHTERA,600408-BANK PEREKONOMIAN RAKYAT MAHKOTA ARTHA SEJAHTERA,79206503,61676095,62138423,54926155,69390000,52907250,2943498,2062778,705050,538112,8.27,32.18,6.31,100,2.32,15.31,88.77,83.58,"SURJADI SJARIFFUDIN, ARIE KANADJARA","MARLINI, SUTIYONO, NIHIL"
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,601143-PT BANK PEREKONOMIAN RAKYAT MITRA NATAPALA,601143-PT BANK PEREKONOMIAN RAKYAT MITRA NATAPALA,34322025,34515706,15872245,23791740,29623378,30710445,307915,"-885,782",17032,317343,15.54,23.76,11.39,100,3.39,34.05,48.68,82.31,ANDY RUSWANTO,JUWONO FX
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,600316-PT Bank Perekonomian Rakyat Darbeni Rizki,600316-PT Bank Perekonomian Rakyat Darbeni Rizki,49549042,48067207,39712192,40116190,40934305,39409821,707288,1261797,173782,361922,5.9,27.45,7.13,100,2.55,15.95,88.08,91.67,ERLINA YULIYANTI,"SYAFRIMAN, disi"
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,601251-PT. BPR Multi Paramindo Abadi,601251-PT. BPR Multi Paramindo Abadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,601277-PT. BPR Timika Dinamika Sarana,601277-PT. BPR Timika Dinamika Sarana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,601145-Bank Perekonomian Rakyat Ciledug Dhana Semesta,601145-Bank Perekonomian Rakyat Ciledug Dhana Semesta,60432975,54929792,44085234,45002989,50074472,44935702,4173312,3753125,185191,240965,8.3,49.28,6.6,100,1.4,26.09,77.89,91.74,"Ir. Ketut Arsana, Arida Adriantari, SE","Budi Setiawan, MBA, Heru Gunadi, MM, Budi Setiawan, MBA, Dwiandari Waskitarini, Adi Pranoto Leman, Ir. I Ketut Arsana, Drs. Soewondo, Susetyo Arifin, MBA, Arida Edriantari, SE"
5/21/2025 19:51,2021,Maret,Provinsi Banten,Kota Tangerang,601144-PT Bank Perekonomian Rakyat Pinang Artha,601144-PT Bank Perekonomian Rakyat Pinang Artha,38891546,38208021,23443045,24658146,31442986,31577145,"-5,028,940","-4,413,360",262933,210374,6.02,40.6,9.44,97.83,0.73,25.4,68.36,94.86,"ELMIKO SARIRAHMADHONI, RACHMAT HIDAYAT","ISMUNDARTI, LAKSMI INDIRA KUSUMASTUTI"
